label,text_1,text_2,text_1_norm,text_2_norm
1,Русский музей покажет картины Сильвестра Сталлоне.,Русский музей проведет выставку картин Сильвестра Сталлоне.,русский_ADJ музей_NOUN показывать_VERB картина_NOUN сильвестр_NOUN сталлон_NOUN,русский_ADJ музей_NOUN проводить_VERB выставка_NOUN картина_NOUN сильвестр_NOUN сталлон_NOUN
1,"В Пакистане отменили приговор врачу, выдавшему Усаму бен Ладена.",В Пакистане отменили приговор выдавшему бин Ладена врачу.,в_ADP пакистан_NOUN отменять_VERB приговор_NOUN врач_NOUN выдавать_VERB усама_NOUN бен_NOUN ладен_NOUN,в_ADP пакистан_NOUN отменять_VERB приговор_NOUN выдавать_VERB бин_NOUN ладен_NOUN врач_NOUN
1,Научные работники РАН требуют отставки Д.Ливанова и О.Голодец.,Научные работники РАН потребовали отставки Ливанова и Голодец.,научный_ADJ работник_NOUN ран_NOUN требовать_VERB отставка_NOUN д_NOUN ливанова_NOUN и_SCONJ о_ADP голодец_NOUN,научный_ADJ работник_NOUN ран_NOUN потребовать_VERB отставка_NOUN ливанов_NOUN и_SCONJ голодец_NOUN
0,В предвыборном ролике премьер Норвегии возил на такси подставных клиентов.,Норвежский премьер возил в такси подставных пассажиров.,в_ADP предвыборный_ADJ ролик_NOUN премьер_NOUN норвегия_NOUN возить_VERB на_ADP такси_NOUN подставной_ADJ клиент_NOUN,норвежский_ADJ премьер_NOUN возить_VERB в_ADP такси_NOUN подставной_ADJ пассажир_NOUN
-1,СК возбудил дело о мошенничестве при продаже участков Сиверского леса в Ленобласти.,В Казахстане арестовали за взятку «космического» чиновника.,ск_NOUN возбуждать_VERB дело_NOUN о_ADP мошенничество_NOUN при_ADP продажа_NOUN участок_NOUN сиверский_ADJ лес_NOUN в_ADP ленобласть_NOUN,в_ADP казахстан_NOUN арестовывать_VERB за_ADP взятка_NOUN космический_ADJ чиновник_NOUN
0,Элитную шведскую школу закрыли из-за скандала с пытками учеников.,Элитную шведскую школу закрыли за пытки утюгом.,элитный_ADJ шведский_ADJ школа_NOUN закрывать_VERB из-за_ADP скандал_NOUN с_ADP пытка_NOUN ученик_NOUN,элитный_ADJ шведский_ADJ школа_NOUN закрывать_VERB за_ADP пытка_NOUN утюг_NOUN
0,Под Петербургом нашли портрет цесаревича столетней давности.,В Пушкине найден портрет цесаревича Алексея.,под_ADP петербург_NOUN находить_VERB портрет_NOUN цесаревич_NOUN столетний_ADJ давность_NOUN,в_ADP пушкин_NOUN находить_VERB портрет_NOUN цесаревич_NOUN алексей_NOUN
1,Хосни Мубарак вылетел из тюрьмы на вертолете.,Мубарак покинул тюрьму на вертолете.,хосни_NOUN мубарак_NOUN вылетать_VERB из_ADP тюрьма_NOUN на_ADP вертолет_NOUN,мубарак_NOUN покидать_VERB тюрьма_NOUN на_ADP вертолет_NOUN
-1,Прокуратура Краснодарского края проверит фестиваль Kubana.,Сбежавшую из цирка зебру нашли на островке безопасности.,прокуратура_NOUN краснодарский_ADJ край_NOUN проверять_VERB фестиваль_NOUN Kubana_X,сбегать_VERB из_ADP цирк_NOUN зебра_NOUN находить_VERB на_ADP островок_NOUN безопасность_NOUN
0,В Китае начался суд над бывшим членом политбюро.,В Китае начался суд над Бо Силаем.,в_ADP китай_NOUN начинаться_VERB суд_NOUN над_ADP бывший_ADJ член_NOUN политбюро_NOUN,в_ADP китай_NOUN начинаться_VERB суд_NOUN над_ADP бо_NOUN силай_NOUN
0,В Пушкине нашли портрет цесаревича Алексея столетней давности.,В Пушкине найден портрет цесаревича Алексея.,в_ADP пушкин_NOUN находить_VERB портрет_NOUN цесаревич_NOUN алексей_NOUN столетний_ADJ давность_NOUN,в_ADP пушкин_NOUN находить_VERB портрет_NOUN цесаревич_NOUN алексей_NOUN
